,0
133,0.14803189
134,0.0031380858
135,0.41198912
136,0.56688964
137,6.359613e-05
138,0.00014432067
139,0.021061225
140,0.06665804
141,0.57073784
142,0.0025067627
143,0.010185938
144,0.0015137194
145,0.65654796
146,0.017545875
147,0.046270285
148,0.00046696336
149,0.0025069367
150,0.021552375
151,0.004598859
152,0.24980102
153,0.06588252
154,0.22820903
155,0.47830474
156,0.012964174
157,0.066345625
158,0.6195997
159,0.0041258684
160,0.0062736594
161,0.00030011265
162,0.4085105
163,0.09681192
164,0.22629148
165,0.0154937375
166,0.045618735
167,0.0531038
168,0.002343078
169,0.67384475
170,0.22843671
171,0.0006130621
172,0.01295503
173,0.061993007
174,0.79707825
175,0.024313556
176,0.005320743
177,0.08979088
178,0.00012789546
179,0.21973456
180,0.7928916
181,0.0002983598
182,0.15436971
183,0.91809976
184,0.90871066
185,0.0010074467
186,3.4701865e-05
187,0.001903966
188,0.114280485
189,0.039211333
190,0.013322953
191,0.021299902
192,0.018545184
193,0.2764979
194,0.08376641
195,0.63215566
196,0.0005422178
197,0.17917378
198,0.6347648
199,0.03176715
200,0.7543611
201,0.009276924
202,0.14849468
203,0.3442932
204,0.21827923
205,0.17602651
206,0.005725869
207,6.7412466e-06
208,0.014729161
209,0.002896803
210,0.054635666
211,0.84779394
212,0.0042719347
213,0.011706623
214,0.034516197
215,0.10843525
216,0.50692546
217,0.014966531
218,0.002164185
219,0.00042837832
220,0.1832011
221,0.0011119044
222,0.030670756
223,0.09355648
224,0.39135122
225,0.048705526
226,0.18753831
227,0.021211555
228,0.02463683
229,0.011760894
230,0.0994273
231,0.06316669
232,0.055485994
233,0.19390593
234,0.26359853
235,0.27534568
236,0.008203899
237,0.29981217
238,0.4996887
239,0.03391305
240,0.46874174
241,0.0017220958
242,7.629704e-06
243,0.23995204
244,0.00013882556
245,0.17711002
246,0.00072091975
247,0.005752477
248,0.030146506
249,0.38363537
250,0.29817444
251,0.001647303
252,0.0020891887
253,0.0005905545
254,0.123512104
255,0.045252703
256,0.37506267
257,0.49167386
258,0.07601564
259,0.0004407411
260,0.13993306
261,0.07788333
262,0.024214504
263,0.0066746636
264,0.018935213
265,0.071966596
266,0.36462474
267,0.21979095
268,0.06104443
269,0.4458913
270,0.017447544
271,0.04069528
272,0.0059921085
273,0.0002138225
274,0.023259511
275,0.0012705415
276,0.10627763
277,0.0055419276
278,0.02797432
279,0.11579714
280,0.70168513
281,0.20071168
282,0.01846159
283,0.3581111
284,0.0152480705
285,0.00065172213
286,0.0057732845
287,0.002464451
288,0.04611132
289,0.019139007
290,0.0022307318
291,0.63933593
292,0.14834271
293,0.0055394685
294,0.20956348
295,0.7941109
296,0.7667313
297,0.0073752515
298,0.009993048
299,0.17134275
300,0.73926103
301,0.017924998
302,0.0004299906
303,0.4929533
304,0.34935158
305,0.023625413
306,0.0015039106
307,0.0022507836
308,0.102277204
309,0.7603969
310,0.000601926
311,0.9086785
312,0.7251316
313,0.9495296
314,0.001615203
315,0.029705992
316,0.0012885279
317,0.032582197
318,0.1803493
319,0.0035216059
320,0.60523415
321,0.044869643
322,0.9498317
323,0.0011346537
324,0.7375254
325,0.33300045
326,0.0005123824
327,0.008766951
328,0.29116905
329,0.2983898
330,0.0063014887
331,0.027727334
332,0.18959805
333,0.41014555
334,0.005679616
335,0.039832685
336,0.20367482
337,0.015420736
338,0.020192739
339,0.0053116353
340,0.00043482153
341,0.013361345
342,0.010132157
343,0.0185181
344,0.264122
345,0.33766022
346,0.0078020236
347,0.0004385438
348,0.003932623
349,9.3937415e-06
350,0.28128582
351,0.009220781
352,0.0073537515
353,0.072725825
354,4.1010568e-05
355,0.8884475
356,0.51633775
357,0.2653609
358,0.0004233154
359,0.025040476
360,0.009381389
361,0.29157573
362,0.2941925
363,0.00045270688
364,0.03745664
365,0.065106936
366,0.7206561
367,0.7019353
368,0.34951118
369,0.010033818
370,0.003693097
371,0.011788853
372,0.120514326
373,0.22031684
374,0.63388926
375,0.6141858
376,0.43266565
377,0.002019012
378,0.014529291
379,0.17716022
380,0.39431703
381,0.3807431
382,0.013211446
383,0.00038262169
384,0.008523589
385,0.735567
386,0.015453892
387,0.6485515
388,0.011946799
389,0.0030067763
390,0.20836462
391,0.00032755992
392,0.013920105
393,0.025043748
394,0.008705193
395,0.41031802
396,0.67010516
397,0.011155285
398,0.011076103
399,0.016736524
400,0.00027889514
401,0.24922413
402,0.006119918
403,0.028886152
404,0.4435705
405,0.036705192
406,0.69350815
407,0.18071683
408,0.005508861
409,0.009171572
410,0.053942237
411,0.022904947
412,0.031606812
413,0.28785515
414,0.0023279462
415,0.1392881
416,0.041795015
417,0.054084398
418,0.13298681
419,0.044858344
420,0.3421378
421,0.31725496
422,0.016384117
423,0.0003259407
424,0.09124309
425,0.015209397
426,0.018369664
427,0.30221578
428,0.7780645
429,0.105750464
430,0.107192546
431,0.0023652497
432,0.009266218
433,0.18929374
434,0.025401479
435,0.0012715837
436,0.005839493
437,0.03689978
438,0.14935833
439,0.70178574
440,0.019792808
441,0.5122061
442,0.0110898055
443,0.0170772
444,0.88763654
445,0.16971755
446,0.011492262
447,0.6642002
448,0.12558463
449,0.90407217
450,0.23030025
451,0.22127068
452,0.08124524
453,0.013292906
454,0.889535
455,2.0484507e-05
456,0.00026970071
457,0.00050880574
458,0.030325795
459,0.0042895745
460,0.21520056
461,0.0054767705
462,0.5388046
463,0.38517416
464,0.1211357
465,0.012225056
466,0.1812597
467,0.6827588
468,0.0033065982
469,0.02528853
470,0.75861996
471,0.019476242
472,0.0011422939
473,0.31774983
474,0.016416648
475,0.21157567
476,0.002394518
477,0.021299535
478,0.006819445
479,0.08758971
480,0.010720917
481,0.4568243
482,0.018423567
483,0.24459359
484,0.86928886
485,0.04357925
486,0.7970289
487,0.10360984
488,0.11895372
489,0.0010342657
490,0.9138743
491,0.001733678
492,0.4983561
493,0.4378517
494,0.03918005
495,0.0040751565
496,0.008713481
497,0.0046541886
498,0.00055711437
499,0.52099097
500,0.003181939
501,0.0033981474
502,0.02555069
503,0.00012552182
504,0.0015483851
505,0.06344722
506,0.04661871
507,0.5600571
508,0.23378563
509,0.0018949909
510,0.0002312984
511,0.3984576
512,0.045883518
513,0.15592656
514,0.6918681
515,0.036986183
516,0.2158299
517,0.20636535
518,0.47889
519,0.013047467
520,0.00025491868
521,0.1584886
522,0.5015893
523,0.015256113
524,0.67547905
525,0.05570172
526,0.13289776
527,0.030000405
528,0.00094991195
529,0.12258603
530,0.06004067
531,0.33233684
532,0.089772604
533,0.9037701
534,0.19230519
535,0.004690991
536,0.027555851
537,0.6224733
538,0.06330816
539,0.018806776
540,0.9462909
541,0.02683194
542,0.001662677
543,0.042884722
544,0.026738739
545,0.3484037
546,0.002465954
547,0.032845832
548,0.03395654
549,0.00038900136
550,0.04551003
551,0.18152724
552,0.07415011
553,0.017044766
554,0.013156
555,0.13769704
556,0.17625095
557,0.073823586
558,0.1751408
559,0.04460532
560,0.09009352
561,0.6672751
562,0.1705607
563,0.054004077
564,0.070556186
565,0.002300421
566,0.16475514
567,0.7723878
568,0.06367976
569,0.8511352
570,0.022091078
571,0.021503229
572,0.0023989268
573,0.0020752263
574,0.10834043
575,0.41795328
576,0.25144964
577,0.0027602948
578,0.13588902
579,0.78619176
580,0.004087507
581,0.10947159
582,0.025490994
583,0.030216485
584,6.83881e-05
585,0.90351236
586,0.115009665
587,0.00056856964
588,0.00042972146
589,0.0853143
590,0.00080056366
591,0.19653396
592,0.025326919
593,0.0068015633
594,0.00056279416
595,0.0009910667
596,0.0010437623
597,0.0012534824
598,0.51669747
599,0.2708754
600,0.14803767
601,0.0021364316
602,0.390703
603,0.09223016
604,0.009345436
605,0.7258324
606,0.093919225
607,0.13262609
608,0.008062861
609,0.72655714
610,0.008893137
611,0.19358136
612,0.065211415
613,0.021383222
614,0.002620035
615,0.0632551
616,0.041365866
617,0.010114645
618,0.027526338
619,0.41897115
620,0.0022936598
621,0.47646493
622,0.59062225
623,0.00073175295
624,0.005412308
625,0.008716368
626,0.0026945663
627,0.00077096367
628,0.864299
629,0.042311046
630,0.05150372
631,0.22813937
632,0.029378066
633,0.41708663
634,0.31998515
635,0.025365252
636,0.7403174
637,0.028963204
638,0.043431364
639,0.00048520992
640,0.00085316965
641,0.24433033
642,0.02093234
643,0.7450266
644,0.0020417832
645,0.051115893
646,0.16400242
647,0.00069182727
648,0.22933778
649,0.022431161
650,0.30591676
651,0.20521878
652,0.0042962334
653,0.0018248813
654,0.2844206
655,0.6007491
656,0.021382984
657,0.0030943467
658,0.93245184
659,0.08386138
660,0.94445693
661,0.35993952
662,0.9230313
663,0.17222232
664,0.0042011268
665,0.06370143
666,0.008602923
667,0.24288228
668,0.019108819
669,0.0018836735
670,0.14634813
671,0.12035471
672,0.8537286
673,0.18846703
674,0.18930961
675,0.7654742
676,0.005070899
677,0.0017415116
678,0.044490058
679,0.67547095
680,0.66676575
681,0.0025391586
682,0.03526139
683,0.8772297
684,0.8917058
685,0.05711316
686,0.026593797
687,0.013583486
688,0.0413621
689,0.68027985
690,0.00042866913
691,0.040947653
692,0.03680919
693,0.63441825
694,0.47605187
695,0.013260167
696,0.2867492
697,0.050119545
698,0.093596116
699,0.01166207
700,0.81504357
701,0.33912712
702,0.27577266
703,0.15990096
704,0.2212631
705,0.038411416
706,0.152094
707,0.113424666
708,0.0046923803
709,0.1730454
710,0.8922055
711,1.9054469e-05
712,0.87720585
713,0.50404656
714,0.30646643
715,0.00043176173
716,0.0138647165
717,0.06480836
718,0.008145955
719,0.095380135
720,0.13788496
721,0.0053334325
722,0.12752445
723,0.018750625
724,0.56349766
725,0.7491656
726,0.007251043
727,0.0039959583
728,0.42238918
729,0.8004054
730,0.0002676185
731,0.21579899
732,0.04247888
733,0.01323922
734,0.72919
735,0.1335922
736,0.23496374
737,0.00013626937
738,0.06288373
739,0.0008037274
740,0.14121817
741,0.0036625303
742,0.13568527
743,0.30396312
744,0.5680016
745,0.09393991
746,0.006556576
747,0.88887364
748,0.13277262
749,0.0014570138
750,5.4694847e-05
751,0.0035823463
752,0.0009049614
753,0.5098699
754,5.184838e-05
755,0.02827096
756,0.11642478
757,0.0027803155
758,0.11880788
759,0.017432943
760,0.007882343
761,0.04038101
762,0.018975701
763,0.36639982
764,0.32671684
765,0.002892473
766,0.028279003
767,0.07545353
768,0.41487917
769,0.06774572
770,0.1849889
771,0.0010552041
772,0.0028123467
773,0.059605017
774,0.07671652
775,0.20709912
776,0.93542665
777,0.0063768784
778,0.0057880064
779,0.7490643
780,0.18242665
781,0.27781066
782,0.4510107
783,0.08691477
784,0.4806009
785,0.0012276284
786,0.7110002
787,0.07332083
788,0.029009549
789,0.0008734142
790,0.01211178
791,0.2969467
792,0.008502439
793,0.8765419
794,0.104527876
795,0.011924637
796,0.0074642464
797,0.44937134
798,0.0022062443
799,0.041254465
800,0.19976938
801,0.0216984
802,4.8755924e-06
803,0.013088198
804,0.056275632
805,0.0632423
806,0.26646602
807,0.81194437
808,0.050296865
809,0.38638604
810,0.119055
811,0.7135312
812,0.014082245
813,0.36478812
814,0.039436683
815,4.1859294e-05
816,0.008624122
817,0.014405749
818,0.04017492
819,0.033925284
820,0.01779297
821,0.02882004
822,0.031458255
823,0.0034128015
824,0.038814396
825,0.84069705
826,0.0094279945
827,0.01849286
828,0.0070118615
829,0.038627148
830,0.04306788
831,0.29209816
832,0.0022272652
833,0.047074433
834,0.065445244
835,0.005865002
836,0.0012674291
837,0.0003255289
838,0.15709783
839,0.0052602505
840,0.014022271
841,0.036694605
842,0.47674593
843,0.0028858136
844,0.374907
845,0.16712782
846,0.52597755
847,0.80538225
848,0.012199964
849,0.01433391
850,0.076945625
851,0.0068208724
852,0.69085854
853,0.0014790143
854,0.053215478
855,0.078844614
856,0.015144754
857,0.06974027
858,0.0011024446
859,0.17666148
860,0.009064258
861,0.009460151
862,0.52423817
863,0.0075900424
864,0.00028067006
865,4.3763364e-05
866,0.042352993
867,0.351343
868,0.5724924
869,0.18968675
870,0.78966165
871,0.18999231
872,0.37428987
873,0.4874896
874,0.008543297
875,0.0029572656
876,0.060007177
877,0.6702767
878,0.003331117
879,0.052029733
880,0.036827996
881,0.44664398
882,0.014949234
883,0.123682216
884,0.020013984
885,8.8500856e-05
886,0.002513574
887,0.12856495
888,0.006904142
889,0.83275735
890,0.5225306
891,0.12026386
892,0.04944958
893,0.4255872
894,0.013904157
895,0.15753612
896,0.03701629
897,0.012687879
898,0.05648955
899,0.6984899
900,0.05578164
901,0.096259855
902,0.2419189
903,0.106033616
904,0.066953145
905,0.0021118934
906,0.49140042
907,0.02252995
908,0.22605751
909,0.32728836
910,0.00048427147
911,0.817497
912,0.0023087424
913,0.3589189
914,0.012178732
915,0.55260175
916,0.002389942
917,0.008215134
918,0.011478906
919,0.0010221837
920,0.48228112
921,0.57668316
922,0.0040761014
923,0.23222546
924,0.35677585
925,0.0054577757
926,0.0293069
927,0.10473954
928,0.08582507
929,0.0019646718
930,0.005095792
931,0.39605418
932,0.00019454138
933,0.31831494
934,0.1772031
935,0.0011410922
936,0.59444994
937,0.802392
938,0.19306383
939,0.023244308
940,0.0027672534
941,0.50789464
942,0.0025506285
943,0.0059666913
944,0.032647777
945,0.3352358
946,0.10703427
947,0.15359628
948,0.1757281
949,0.00857571
950,0.5871237
951,0.024753077
952,0.014521038
953,0.0040397714
954,0.9105406
955,0.0042499434
956,0.4243199
957,0.037539646
958,0.64718825
959,0.1672287
960,0.06597369
961,0.29965255
962,0.07456956
963,0.24392787
964,0.1320329
965,0.002939672
966,0.42698348
967,0.19524667
968,0.9177498
969,0.18691178
970,0.166415
971,0.00037566773
972,0.24219209
973,0.15110904
974,0.90180933
975,0.099421404
976,0.38008034
977,0.09829885
978,0.117400706
979,0.0020399478
980,0.016565135
981,0.1328673
982,8.4489286e-05
983,0.0009458055
984,0.8372491
985,0.018014733
986,0.003351102
987,0.022533786
988,0.03509645
989,0.0025006868
990,0.0638391
991,0.2472921
992,0.010785275
993,0.012579238
994,0.35937256
995,0.0019069258
996,0.059083704
997,0.09479325
998,0.83765316
999,0.6338823
1000,0.44684568
1001,0.2044733
1002,0.4813507
1003,0.0033537017
1004,0.0060949707
1005,0.22078782
1006,0.0015069311
1007,0.00059902493
1008,0.020450225
1009,0.26513544
1010,0.83583575
1011,0.005906834
1012,0.13540176
1013,0.5430217
1014,0.18096809
1015,0.0044684666
1016,0.28541964
1017,0.05955738
1018,0.08265144
1019,0.015716672
1020,0.49021477
1021,0.1184778
1022,0.04929643
1023,0.008431838
1024,0.12755527
1025,0.015809055
1026,0.34259033
1027,0.15375358
1028,0.018682977
1029,0.005395511
1030,0.21609502
1031,0.0003180138
1032,0.012185376
1033,0.00016859776
1034,0.03436644
1035,0.06698762
1036,0.08016516
1037,0.6156107
1038,0.0057467115
1039,0.040926944
1040,0.7407009
1041,0.009535807
1042,0.21334185
1043,0.06907165
1044,0.0020604106
1045,0.1777305
1046,0.008754371
1047,0.009162122
1048,0.13144627
1049,0.18814051
1050,0.0006151341
1051,0.0035933226
1052,0.00023472928
1053,0.8662591
1054,0.016949432
1055,0.0011962935
1056,0.0019578275
1057,0.86781853
1058,0.21498637
1059,0.078111604
1060,0.04030086
1061,0.2823368
1062,0.48588336
1063,0.0009932521
1064,0.0007635069
1065,0.01069224
1066,0.06122616
1067,0.3361257
1068,0.004635037
1069,0.0026202817
1070,0.029549144
1071,0.37462068
1072,0.13117217
1073,0.013515647
1074,0.11080579
1075,0.6293958
1076,0.00013367967
1077,0.00089450186
1078,0.47361952
1079,0.023239976
1080,0.29933423
1081,0.0037591013
1082,0.5068154
1083,0.0010991718
1084,0.024775833
1085,0.0005606167
1086,0.07201961
1087,3.3875465e-05
1088,0.0002498066
1089,0.079298414
1090,0.02358821
1091,0.018253526
1092,0.3341793
1093,0.5842256
1094,0.9221841
1095,0.016769003
1096,0.6082969
1097,0.059698127
1098,0.8428517
1099,0.010329264
1100,0.1884647
1101,0.19506085
1102,0.0124034835
1103,0.31415072
1104,0.12772441
1105,0.0026152793
1106,0.11869981
1107,0.044941403
1108,0.41570354
1109,0.001160098
1110,9.1106915e-05
1111,0.00040780613
1112,0.0015682299
1113,0.0040548774
1114,0.052251134
1115,0.6344105
1116,0.9135284
1117,0.005137059
1118,0.02116069
1119,0.012629651
1120,0.3403341
1121,0.18853596
1122,0.019680323
1123,0.009975632
1124,0.00042091994
1125,0.0017848272
1126,0.63923997
1127,0.68221885
1128,0.10421026
1129,0.5179276
1130,0.048378464
1131,0.65837455
1132,0.011019515
1133,0.26193714
1134,0.043329492
1135,0.2705774
1136,0.0008403827
1137,0.28469262
1138,0.0041828495
1139,0.21966034
1140,0.0643528
1141,0.0002476011
1142,0.02142596
1143,0.058300797
1144,1.7008018e-05
1145,0.017585276
1146,0.018842217
1147,0.30091146
1148,0.107912004
1149,0.9177364
1150,0.035720263
1151,0.005164928
1152,0.021739423
1153,0.50261205
1154,0.00012580797
1155,0.013969004
1156,0.07506462
1157,0.34121293
1158,0.6670538
1159,0.008299683
1160,0.11553785
1161,0.16753006
1162,0.13436373
1163,0.0019447431
1164,0.0010371123
1165,0.011461106
1166,0.46799144
1167,0.35112295
1168,0.116486624
1169,0.9472973
1170,0.015451361
1171,0.17477983
1172,0.053580172
1173,0.9426069
1174,0.03465612
1175,0.05686582
1176,0.0010074227
1177,0.27284804
1178,0.0037470649
1179,0.00045396524
1180,0.37316635
1181,0.0014034489
1182,6.832552e-05
1183,0.00017466987
1184,0.000717949
1185,0.12787434
1186,0.6430288
1187,0.015082302
1188,0.49052528
1189,0.06803994
1190,0.001035151
1191,0.5204513
1192,0.0069632316
1193,0.0003048024
1194,0.0024375338
1195,0.2681903
1196,0.8566826
1197,0.40423438
1198,0.0046253824
1199,0.004983433
1200,0.00045662097
1201,0.00015050913
1202,0.019518293
1203,0.6910161
1204,0.87973404
1205,0.342033
1206,0.023832178
1207,0.0057767676
1208,0.047501564
1209,0.13409272
1210,0.002822798
1211,0.28732973
1212,0.072716214
1213,0.33398655
1214,0.000431063
1215,0.13776897
1216,0.033300687
1217,0.18325974
1218,0.05263688
1219,0.00015654469
1220,0.15448572
1221,0.14705831
1222,0.018678643
1223,0.007618747
1224,0.02081231
1225,0.12732205
1226,0.24050435
1227,0.02441949
1228,0.00036898215
1229,0.14058368
1230,0.7645487
1231,0.0068835067
1232,0.12758598
1233,0.14349854
1234,0.47884262
1235,0.83199584
1236,0.046633568
1237,0.044246294
1238,0.00033049568
1239,0.034945186
1240,0.0090160305
1241,0.31500253
1242,0.0037017285
1243,0.7675103
1244,0.0006796686
1245,0.016093168
1246,0.31342843
1247,0.8720011
1248,0.7899787
1249,0.07523447
1250,0.0008866011
1251,0.0054356726
1252,0.26661238
1253,0.004032047
1254,0.10470891
1255,2.5566438e-05
1256,0.48805282
1257,0.061971243
1258,0.4417296
1259,0.26499853
1260,0.6579338
1261,0.0071229255
1262,0.05087479
1263,0.034871932
1264,0.0034498856
1265,0.03941962
1266,0.012067909
1267,0.00046272375
1268,0.014432292
1269,0.005430087
1270,0.17512105
1271,0.00033271464
1272,0.0003877562
1273,0.410046
1274,0.67559284
1275,0.12274231
1276,0.5079666
1277,0.00030120648
1278,0.044790458
1279,0.03660605
1280,0.02517202
1281,0.0032257407
1282,0.004343788
1283,0.10424979
1284,0.039220314
1285,0.27272114
1286,0.42144096
1287,8.5020685e-05
1288,0.44443917
1289,0.00066800864
1290,0.021100212
1291,0.13531722
1292,0.012807323
1293,0.6358751
1294,0.3252474
1295,5.5818822e-05
1296,0.061026864
1297,0.003575653
1298,1.6344642e-05
1299,0.13620435
1300,0.5949269
1301,0.3084499
1302,0.0010139588
1303,0.012585328
1304,0.08870671
1305,0.042138703
1306,0.0016451041
1307,0.03450838
1308,0.003271847
1309,0.0260053
1310,0.006715154
1311,0.055453617
1312,0.099315576
1313,0.009359276
1314,0.0152695
1315,0.05163778
1316,0.115875766
1317,0.009399106
1318,0.6418106
1319,0.09293851
1320,0.003415026
1321,0.0144418115
1322,0.08356291
1323,0.010317197
1324,0.12928039
1325,0.12291101
1326,2.0010184e-05
1327,4.4560355e-05
1328,0.004068474
1329,0.09101279
1330,0.004755085
1331,0.13431518
1332,0.022161607
1333,0.8981524
1334,0.15355894
1335,0.101554945
1336,0.052014235
1337,0.044692617
1338,0.0022466178
1339,0.0015120007
1340,0.012092675
1341,0.17396979
1342,9.422232e-05
1343,0.027068224
1344,0.003204434
1345,0.1565933
1346,0.9244326
1347,0.120563865
1348,0.039170127
1349,0.19202968
1350,0.0100923395
1351,0.034790643
1352,0.0051006554
1353,0.11318889
1354,0.10911813
1355,2.9350167e-05
1356,0.0015444212
1357,0.03477663
1358,0.0009707661
1359,0.09508247
1360,0.2356875
1361,0.0039970875
1362,0.09371627
1363,0.19292602
1364,0.3067064
1365,0.002623389
1366,0.005672339
1367,0.02077238
1368,0.0010778722
1369,0.6288353
1370,0.07594256
1371,0.3616191
1372,0.73827857
1373,0.099015094
1374,0.2561179
1375,0.66152626
1376,0.2576992
1377,0.0018546513
1378,0.07505973
1379,7.4724776e-05
1380,0.9339166
1381,0.03951586
1382,0.07052558
1383,0.20335057
1384,0.021685518
1385,0.3509138
1386,0.017497307
1387,0.008518678
1388,0.03756763
1389,0.121012084
1390,0.007019506
1391,6.143656e-05
1392,0.0002585743
1393,0.4353702
1394,0.14967014
1395,0.039441545
1396,8.909562e-05
1397,0.007321267
1398,0.14756902
1399,0.020881828
1400,0.6818641
1401,0.073865
1402,0.029328773
1403,0.0002764482
1404,0.39443156
1405,0.00070245715
1406,0.01008236
1407,0.26261213
1408,0.003528079
1409,0.42549136
1410,0.0014758698
1411,0.0673041
1412,0.602346
1413,0.46465984
1414,0.16501108
1415,0.06710328
1416,0.11288968
1417,0.1323289
1418,0.13114154
1419,0.60082096
1420,0.08868119
1421,0.14222609
1422,0.93627685
1423,0.00031405868
1424,0.014393995
1425,0.0010286832
1426,0.08980039
1427,0.13629891
1428,0.061896056
1429,0.05244416
1430,0.03074237
1431,0.001052366
1432,4.0023366e-05
1433,0.00017761266
1434,0.42022154
1435,0.012529985
1436,0.18491536
1437,0.05677778
1438,0.159467
1439,0.15452132
1440,1.6027994e-05
1441,0.8340042
1442,0.8565157
1443,0.11157963
1444,0.01868456
1445,9.48133e-05
1446,0.007639191
1447,0.3883345
1448,9.863924e-05
1449,0.111239254
1450,0.023955747
1451,0.005571156
1452,0.47512084
1453,0.083430015
1454,0.00544249
1455,0.19244313
1456,0.0020788962
1457,0.06743019
1458,0.068076715
1459,0.028210241
1460,0.0020419445
1461,0.008042982
1462,0.03789448
1463,0.0054317554
1464,0.88231844
1465,0.75312346
1466,0.14166714
1467,0.11546088
1468,1.4313746e-05
1469,0.047863074
1470,0.61572164
1471,0.046961665
1472,0.0012192938
1473,0.006639169
1474,0.00034841752
1475,0.7731278
1476,0.18018365
1477,6.4085914e-05
1478,0.6189152
1479,0.0005558769
1480,0.18729413
1481,0.0059047346
1482,0.033830896
1483,0.015108703
1484,0.1046869
1485,0.17561707
1486,0.0066597387
1487,0.012515345
1488,0.2454269
1489,0.18373057
1490,0.024151895
1491,0.21104231
1492,0.0023428157
1493,0.30832705
1494,0.11208977
1495,0.00327515
1496,0.8894013
1497,0.0056295604
1498,0.13616346
1499,0.87175816
1500,9.7466e-05
1501,0.06538088
1502,0.30173704
1503,0.60464656
1504,0.014956778
1505,0.0005638852
1506,0.3998638
1507,0.17781654
1508,0.068050854
1509,0.051690888
1510,0.073046915
1511,0.0007987806
1512,0.009716287
1513,0.12777108
1514,0.00092976313
1515,0.09547762
1516,0.23706107
1517,0.15236712
1518,0.038947362
1519,0.7844642
1520,0.0070525496
1521,0.6769238
1522,0.041775748
1523,0.034342334
1524,0.10883338
1525,0.0013206707
1526,0.004468756
1527,0.0016695838
1528,0.00018761378
1529,5.4558466e-05
1530,0.0055813757
1531,0.11136421
1532,0.33262822
1533,0.017417887
1534,0.04055753
1535,0.24667022
1536,0.03255906
1537,0.00035177715
1538,0.0012990624
1539,0.019203726
1540,0.022746243
1541,0.0032525023
1542,0.0020983666
1543,0.12877819
1544,0.67051417
1545,0.079990946
1546,0.80920905
1547,0.16373333
1548,0.021469565
1549,0.5022606
1550,7.8523655e-05
1551,0.011136212
1552,0.5717162
1553,0.00021690236
1554,0.0013652797
1555,0.72686285
1556,0.26992542
1557,0.031789802
1558,8.794275e-05
1559,0.3023783
1560,0.008248524
1561,0.14262483
1562,0.0018265131
1563,0.34247252
1564,0.5762274
1565,0.09434687
1566,0.84323466
1567,0.004434868
1568,0.0036951501
1569,0.0025485829
1570,0.016157132
1571,0.24303117
1572,0.0070366263
1573,0.01023061
1574,0.007519625
1575,0.53119797
1576,0.034656677
1577,0.015523406
1578,0.7467382
1579,0.025976317
1580,0.07261471
1581,0.24380732
1582,0.00084102596
1583,0.034638286
1584,0.0010410899
1585,0.00047652132
1586,0.4564551
1587,0.008953766
1588,0.004373256
1589,0.007458402
1590,0.18587185
1591,0.0008741969
1592,0.19423169
1593,0.94918495
1594,0.3568866
1595,0.29171354
1596,0.022105062
1597,0.02315037
1598,0.13508645
1599,0.07438238
1600,0.056882136
1601,0.9124672
1602,0.060875762
1603,0.032511152
1604,9.707171e-05
1605,0.00047039977
1606,0.093999706
1607,0.0063502514
1608,0.0068810526
1609,0.053219613
1610,0.050597485
1611,0.010250726
1612,0.006953459
1613,0.0011611715
1614,0.04502763
1615,0.46853074
1616,0.00047133293
1617,0.051071275
1618,0.0032974316
1619,0.00050350063
1620,0.013757911
